customer_id,customer_residence_code,gender,age,is_new_customer,seniority_month,customer_type,customer_relation_type,residence_same_as_bank,country_same_as_bank,join_channel,adress_type,activity_index,household_income,segment,use_savings,use_guarantees,use_current_accounts,use_derivada_account,use_payroll_account,use_short_deposits,use_medium_deposits,use_long_deposits,use_e_account,use_loans,use_taxes,use_credit_card,use_pensions,use_direct_debit
1050693,3,2,37,0.0,35,1.0,0,2,0,4,1.0,0.0,104035.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1050697,3,0,33,0.0,35,1.0,0,2,0,4,1.0,1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050704,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,72880.79999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050707,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,106686.96,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050663,3,0,23,0.0,35,1.0,0,2,0,4,1.0,1.0,148080.45,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050662,3,2,37,0.0,35,1.0,0,2,0,0,1.0,1.0,122456.91,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0
1050632,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,289211.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050634,3,0,55,0.0,35,1.0,1,2,0,8,1.0,0.0,101919.09,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050636,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,136930.23,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050641,3,2,42,0.0,35,1.0,0,2,0,4,1.0,1.0,45345.18,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050647,3,0,38,0.0,35,1.0,0,2,0,0,1.0,1.0,28359.36,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050651,3,0,30,0.0,35,1.0,0,2,0,4,1.0,1.0,139502.28,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,1
1050655,3,0,45,0.0,35,1.0,0,2,0,4,1.0,1.0,95302.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050659,3,2,39,0.0,35,1.0,0,2,0,4,1.0,1.0,-1.0,1,0,0,0,0,1,0,0,0,1,0,1,1,1.0,1
1050711,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050577,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,79998.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050508,3,0,27,0.0,35,1.0,0,2,2,8,1.0,1.0,173223.78,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050511,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,111933.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050513,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,55561.62,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050515,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,64258.14,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050517,3,2,27,0.0,35,1.0,0,2,0,8,1.0,1.0,59930.22,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050521,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,74708.49,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050523,3,0,24,0.0,35,1.0,1,2,0,8,1.0,0.0,77383.98,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050505,3,2,25,0.0,35,1.0,1,2,0,8,1.0,0.0,112330.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050504,3,2,36,0.0,35,1.0,1,2,0,8,1.0,0.0,73020.18000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050487,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,101293.11000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050489,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,158207.40000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050491,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,60067.86,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050493,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050495,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,154107.09,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050497,3,0,23,0.0,35,1.0,1,2,2,8,1.0,0.0,46257.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050499,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,130311.75,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050501,3,2,63,0.0,35,1.0,0,2,0,8,1.0,1.0,58682.34,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050578,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,103775.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050529,3,0,24,0.0,35,1.0,1,2,0,8,1.0,0.0,36372.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050556,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,134770.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050560,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,59537.49000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050562,3,2,25,0.0,35,1.0,1,2,0,8,1.0,0.0,63342.36,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050567,3,2,22,0.0,35,1.0,1,2,0,8,1.0,0.0,74689.35,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050569,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,99272.52,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050571,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050574,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,64347.36,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050552,3,2,23,0.0,35,1.0,0,2,0,8,1.0,1.0,82756.11,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050551,3,0,26,0.0,35,1.0,1,2,0,8,1.0,0.0,111926.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050530,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,58801.02,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050532,3,2,22,0.0,35,1.0,1,2,0,8,1.0,0.0,134144.28,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050534,3,2,31,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050536,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,37778.01,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050540,3,0,25,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050542,3,2,23,0.0,35,1.0,0,2,0,8,1.0,1.0,66540.48,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050544,3,0,25,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050548,3,2,27,0.0,35,1.0,0,2,0,8,1.0,1.0,84365.58,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050713,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,180338.19,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050717,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,133865.43,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050874,3,0,27,0.0,35,1.0,0,2,0,8,1.0,1.0,65012.64,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050878,3,2,30,0.0,35,1.0,0,2,0,8,1.0,1.0,126039.36000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050884,3,2,29,0.0,35,1.0,0,2,0,8,1.0,0.0,323722.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050887,3,0,26,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050890,3,0,26,0.0,35,1.0,1,2,0,8,1.0,0.0,93297.81,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050893,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,102242.25,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050896,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,72729.48,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050872,3,2,60,0.0,35,1.0,0,2,0,8,1.0,1.0,330939.12,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050871,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,68472.63,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050841,3,2,23,0.0,35,1.0,1,2,0,8,1.0,1.0,99813.3,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050846,3,2,24,0.0,35,1.0,0,2,0,8,1.0,1.0,143977.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050848,3,0,33,0.0,35,1.0,1,2,0,8,1.0,0.0,55686.72,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050852,3,2,26,0.0,35,1.0,1,2,0,8,1.0,0.0,89386.86,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050855,3,2,30,0.0,35,1.0,1,2,0,8,1.0,0.0,81308.45999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050859,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,142219.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050862,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,50577.66,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050865,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,70577.61,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050838,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,90092.43,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050905,3,2,57,0.0,35,1.0,1,2,0,8,1.0,0.0,57926.16,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050930,3,0,36,0.0,35,1.0,0,2,0,8,1.0,1.0,88561.68000000002,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050932,3,2,26,0.0,35,1.0,1,2,0,8,1.0,0.0,44001.60000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050934,3,0,29,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050936,3,2,29,0.0,35,1.0,1,2,0,8,1.0,0.0,31697.07,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050938,3,2,30,0.0,35,1.0,1,2,0,8,1.0,0.0,57371.76,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050940,3,0,67,0.0,35,1.0,1,2,0,8,1.0,0.0,50423.58,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050943,3,0,32,0.0,35,1.0,1,2,0,8,1.0,0.0,50423.58,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050926,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,91258.47,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050925,3,0,24,0.0,35,1.0,1,2,2,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050906,3,2,25,0.0,35,1.0,0,2,0,8,1.0,1.0,129751.02,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050908,3,0,24,0.0,35,1.0,0,2,0,8,1.0,1.0,85670.88,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050910,3,2,32,0.0,35,1.0,1,2,0,8,1.0,0.0,30906.81,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050912,3,2,33,0.0,35,1.0,0,2,0,8,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050914,3,0,25,0.0,35,1.0,0,2,0,8,1.0,1.0,34358.88,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
1050916,3,0,30,0.0,35,1.0,1,2,0,8,1.0,0.0,182521.62,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050919,3,0,24,0.0,35,1.0,1,2,0,8,1.0,0.0,150781.41,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050921,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,72013.38,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050837,3,0,22,0.0,35,1.0,1,2,0,8,1.0,0.0,166221.81,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050834,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,96211.98,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050749,3,0,22,0.0,35,1.0,0,2,0,8,1.0,1.0,118859.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050751,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,61214.85000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050753,3,2,29,0.0,35,1.0,1,2,0,8,1.0,0.0,149086.02,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050755,3,2,22,0.0,35,1.0,1,2,0,8,1.0,0.0,105335.94,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050757,3,2,22,0.0,35,1.0,0,2,0,8,1.0,1.0,148870.98,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050759,3,0,25,0.0,35,1.0,1,2,0,8,1.0,0.0,35610.149999999994,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050762,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,44938.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050747,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050746,3,0,24,0.0,35,1.0,1,2,0,8,1.0,0.0,64377.69,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050718,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,111895.86000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050722,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,81689.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050727,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,25694.58,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050732,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,94136.49,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050735,3,0,22,0.0,35,1.0,1,2,0,8,1.0,0.0,90461.7,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050738,3,0,23,0.0,35,1.0,1,2,0,8,1.0,1.0,50457.06,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050740,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,175780.83000000002,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050742,3,2,25,0.0,35,1.0,1,2,0,8,1.0,0.0,57684.12,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050768,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,43242.21,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050771,3,2,23,0.0,35,1.0,0,2,0,8,1.0,1.0,64886.31,2,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1
1050810,3,2,23,0.0,35,1.0,0,2,0,8,1.0,1.0,128396.19,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050813,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,100792.08,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050817,3,2,26,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050820,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,95234.76,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050824,3,0,24,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050829,3,2,24,0.0,35,1.0,1,2,0,8,1.0,0.0,42778.98,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050832,3,2,23,0.0,35,1.0,1,2,0,8,1.0,1.0,97533.84,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050804,3,2,26,0.0,35,1.0,0,2,0,8,1.0,1.0,73938.9,2,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1
1050800,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,110521.98,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050773,3,2,22,0.0,35,1.0,0,2,0,8,1.0,1.0,281761.02,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050775,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,42273.99,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050779,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,45086.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050784,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,43947.27,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050786,3,0,29,0.0,35,1.0,1,2,0,8,1.0,0.0,116311.88999999998,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050790,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,57965.34,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050793,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,56271.09,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050796,3,0,23,0.0,35,1.0,0,2,0,8,1.0,1.0,56709.78,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050787,3,2,27,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050485,3,0,28,0.0,35,1.0,1,2,0,8,1.0,0.0,40852.53,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050227,3,0,25,0.0,35,1.0,1,2,0,8,1.0,0.0,77098.77,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050229,3,0,24,0.0,35,1.0,1,2,0,8,1.0,0.0,123240.45,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050231,3,2,26,0.0,35,1.0,1,2,0,8,1.0,0.0,88658.25,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050234,3,2,27,0.0,35,1.0,1,2,0,8,1.0,0.0,694172.8500000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050238,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,162359.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050240,3,0,22,0.0,35,1.0,1,2,0,7,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050243,3,2,32,0.0,35,1.0,1,2,0,8,1.0,0.0,37008.60000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050245,3,2,24,0.0,35,1.0,0,2,0,8,1.0,1.0,79683.84,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050246,3,0,30,0.0,35,1.0,1,2,0,8,1.0,0.0,88394.76,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050223,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,106756.17,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050207,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050209,3,0,23,0.0,35,1.0,1,2,0,8,1.0,0.0,120620.16,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050211,3,0,23,0.0,35,1.0,0,2,0,7,1.0,1.0,54524.10000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050214,3,0,26,0.0,35,1.0,1,2,2,8,1.0,1.0,81058.77,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050216,3,0,25,0.0,35,1.0,1,2,0,8,1.0,0.0,45566.46,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050218,3,2,24,0.0,35,1.0,1,2,0,8,1.0,0.0,38771.16,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050220,3,0,22,0.0,35,1.0,0,2,0,7,1.0,1.0,86517.24,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050224,3,0,25,0.0,35,1.0,0,2,0,8,1.0,1.0,201083.85,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050247,3,0,22,0.0,35,1.0,0,2,0,7,1.0,1.0,93639.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050275,3,2,22,0.0,35,1.0,0,2,0,7,1.0,1.0,189723.06,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
1050278,3,0,24,0.0,35,1.0,1,2,0,8,1.0,1.0,116529.06,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050280,3,0,26,0.0,35,1.0,1,2,0,8,1.0,0.0,49459.68000000001,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050285,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,355856.76,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050288,3,0,37,0.0,35,1.0,1,2,2,8,1.0,0.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050290,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,237593.22000000003,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050292,3,0,25,0.0,35,1.0,0,2,0,8,1.0,1.0,-1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050294,3,0,22,0.0,35,1.0,1,2,0,8,1.0,0.0,21499.95,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050249,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,94329.15,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050271,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,38039.46,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050253,3,2,27,0.0,35,1.0,1,2,0,8,1.0,0.0,440329.68,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050257,3,2,23,0.0,35,1.0,1,2,0,8,1.0,0.0,73773.95999999999,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1050259,3,2,23,0.0,35,1.0,0,2,0,8,1.0,1.0,55723.62,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
